	bin_id	CHROM	start	end	width
chr2:12144021-12351392	chr2:12144021-12351392	2	12144021	12351392	207371
chr2:12351392-12566632	chr2:12351392-12566632	2	12351392	12566632	215240
chr2:12566632-12780151	chr2:12566632-12780151	2	12566632	12780151	213519
chr2:12780151-12992745	chr2:12780151-12992745	2	12780151	12992745	212594
chr2:12992745-13204138	chr2:12992745-13204138	2	12992745	13204138	211393
chr2:13204138-13429802	chr2:13204138-13429802	2	13204138	13429802	225664
chr2:13429802-13654428	chr2:13429802-13654428	2	13429802	13654428	224626
chr2:13654428-13877471	chr2:13654428-13877471	2	13654428	13877471	223043
chr2:13877471-14094416	chr2:13877471-14094416	2	13877471	14094416	216945
chr2:14094416-14310059	chr2:14094416-14310059	2	14094416	14310059	215643
chr2:14310059-14532449	chr2:14310059-14532449	2	14310059	14532449	222390
chr2:14532449-14739515	chr2:14532449-14739515	2	14532449	14739515	207066
chr2:14739515-14962200	chr2:14739515-14962200	2	14739515	14962200	222685
chr2:14962200-15170474	chr2:14962200-15170474	2	14962200	15170474	208274
chr2:15170474-15387955	chr2:15170474-15387955	2	15170474	15387955	217481
chr2:15387955-15604648	chr2:15387955-15604648	2	15387955	15604648	216693
chr2:15604648-15816218	chr2:15604648-15816218	2	15604648	15816218	211570
chr2:15816218-16038226	chr2:15816218-16038226	2	15816218	16038226	222008
chr2:16038226-16266413	chr2:16038226-16266413	2	16038226	16266413	228187
chr2:16266413-16474061	chr2:16266413-16474061	2	16266413	16474061	207648
chr2:16474061-16684563	chr2:16474061-16684563	2	16474061	16684563	210502
chr2:16684563-16902659	chr2:16684563-16902659	2	16684563	16902659	218096
chr2:16902659-17114664	chr2:16902659-17114664	2	16902659	17114664	212005
chr2:17114664-17323822	chr2:17114664-17323822	2	17114664	17323822	209158
chr2:17323822-17544783	chr2:17323822-17544783	2	17323822	17544783	220961
chr2:17544783-17755440	chr2:17544783-17755440	2	17544783	17755440	210657
chr2:17755440-17974388	chr2:17755440-17974388	2	17755440	17974388	218948
chr2:17974388-18203302	chr2:17974388-18203302	2	17974388	18203302	228914
chr2:18203302-18414835	chr2:18203302-18414835	2	18203302	18414835	211533
chr2:18414835-18624635	chr2:18414835-18624635	2	18414835	18624635	209800
chr2:18624635-18841047	chr2:18624635-18841047	2	18624635	18841047	216412
chr2:18841047-19072217	chr2:18841047-19072217	2	18841047	19072217	231170
chr2:19072217-19294170	chr2:19072217-19294170	2	19072217	19294170	221953
chr2:19294170-19510325	chr2:19294170-19510325	2	19294170	19510325	216155
chr2:19510325-19721574	chr2:19510325-19721574	2	19510325	19721574	211249
chr2:19721574-19936372	chr2:19721574-19936372	2	19721574	19936372	214798
chr2:19936372-20154183	chr2:19936372-20154183	2	19936372	20154183	217811
chr2:20154183-20366866	chr2:20154183-20366866	2	20154183	20366866	212683
chr2:20366866-20586511	chr2:20366866-20586511	2	20366866	20586511	219645
chr2:20586511-20796265	chr2:20586511-20796265	2	20586511	20796265	209754
chr2:20796265-21017298	chr2:20796265-21017298	2	20796265	21017298	221033
chr2:21017298-21235513	chr2:21017298-21235513	2	21017298	21235513	218215
chr2:21235513-21447033	chr2:21235513-21447033	2	21235513	21447033	211520
chr2:21447033-21661923	chr2:21447033-21661923	2	21447033	21661923	214890
chr2:21661923-21867184	chr2:21661923-21867184	2	21661923	21867184	205261
chr2:21867184-22078936	chr2:21867184-22078936	2	21867184	22078936	211752
chr2:22078936-22294632	chr2:22078936-22294632	2	22078936	22294632	215696
chr2:22294632-22507110	chr2:22294632-22507110	2	22294632	22507110	212478
chr2:22507110-22717282	chr2:22507110-22717282	2	22507110	22717282	210172
chr2:22717282-22928082	chr2:22717282-22928082	2	22717282	22928082	210800
chr2:22928082-23141215	chr2:22928082-23141215	2	22928082	23141215	213133
chr2:23141215-23357345	chr2:23141215-23357345	2	23141215	23357345	216130
chr2:23357345-23565768	chr2:23357345-23565768	2	23357345	23565768	208423
chr2:23565768-23780907	chr2:23565768-23780907	2	23565768	23780907	215139
chr2:23780907-24018622	chr2:23780907-24018622	2	23780907	24018622	237715
chr2:24018622-24253860	chr2:24018622-24253860	2	24018622	24253860	235238
chr2:24253860-24484368	chr2:24253860-24484368	2	24253860	24484368	230508
chr2:24484368-24703371	chr2:24484368-24703371	2	24484368	24703371	219003
chr2:24703371-24930721	chr2:24703371-24930721	2	24703371	24930721	227350
chr2:24930721-25161789	chr2:24930721-25161789	2	24930721	25161789	231068
chr2:25161789-25384253	chr2:25161789-25384253	2	25161789	25384253	222464
chr2:25384253-25609769	chr2:25384253-25609769	2	25384253	25609769	225516
chr2:25609769-25839438	chr2:25609769-25839438	2	25609769	25839438	229669
chr2:25839438-26085400	chr2:25839438-26085400	2	25839438	26085400	245962
chr2:26085400-26313032	chr2:26085400-26313032	2	26085400	26313032	227632
chr2:26313032-26530094	chr2:26313032-26530094	2	26313032	26530094	217062
chr2:26530094-26742193	chr2:26530094-26742193	2	26530094	26742193	212099
chr2:26742193-26967939	chr2:26742193-26967939	2	26742193	26967939	225746
chr2:26967939-27187439	chr2:26967939-27187439	2	26967939	27187439	219500
chr2:27187439-27421336	chr2:27187439-27421336	2	27187439	27421336	233897
chr2:27421336-27655199	chr2:27421336-27655199	2	27421336	27655199	233863
chr2:27655199-27876854	chr2:27655199-27876854	2	27655199	27876854	221655
chr2:27876854-28091583	chr2:27876854-28091583	2	27876854	28091583	214729
chr2:28091583-28311878	chr2:28091583-28311878	2	28091583	28311878	220295
chr2:28311878-28524565	chr2:28311878-28524565	2	28311878	28524565	212687
chr2:28524565-28742089	chr2:28524565-28742089	2	28524565	28742089	217524
chr2:28742089-28968959	chr2:28742089-28968959	2	28742089	28968959	226870
chr2:28968959-29183611	chr2:28968959-29183611	2	28968959	29183611	214652
chr2:29183611-29392173	chr2:29183611-29392173	2	29183611	29392173	208562
chr2:29392173-29601498	chr2:29392173-29601498	2	29392173	29601498	209325
chr2:29601498-29812061	chr2:29601498-29812061	2	29601498	29812061	210563
chr2:29812061-30022983	chr2:29812061-30022983	2	29812061	30022983	210922
chr2:30022983-30239693	chr2:30022983-30239693	2	30022983	30239693	216710
chr2:30239693-30455167	chr2:30239693-30455167	2	30239693	30455167	215474
chr2:30455167-30672245	chr2:30455167-30672245	2	30455167	30672245	217078
chr2:30672245-30893360	chr2:30672245-30893360	2	30672245	30893360	221115
chr2:30893360-31105607	chr2:30893360-31105607	2	30893360	31105607	212247
chr2:31105607-31317213	chr2:31105607-31317213	2	31105607	31317213	211606
chr2:31317213-31537276	chr2:31317213-31537276	2	31317213	31537276	220063
chr2:31537276-31769977	chr2:31537276-31769977	2	31537276	31769977	232701
chr2:31769977-32003225	chr2:31769977-32003225	2	31769977	32003225	233248
chr2:32003225-32247695	chr2:32003225-32247695	2	32003225	32247695	244470
chr2:32247695-32484720	chr2:32247695-32484720	2	32247695	32484720	237025
chr2:32484720-32713929	chr2:32484720-32713929	2	32484720	32713929	229209
chr2:32713929-32937764	chr2:32713929-32937764	2	32713929	32937764	223835
chr2:32937764-33155508	chr2:32937764-33155508	2	32937764	33155508	217744
chr2:33155508-33380726	chr2:33155508-33380726	2	33155508	33380726	225218
chr2:33380726-33602656	chr2:33380726-33602656	2	33380726	33602656	221930
chr2:33602656-33831479	chr2:33602656-33831479	2	33602656	33831479	228823
chr2:33831479-34054293	chr2:33831479-34054293	2	33831479	34054293	222814
chr2:34054293-34270300	chr2:34054293-34270300	2	34054293	34270300	216007
chr2:34270300-34484703	chr2:34270300-34484703	2	34270300	34484703	214403
chr2:34484703-34725695	chr2:34484703-34725695	2	34484703	34725695	240992
chr2:34725695-34945217	chr2:34725695-34945217	2	34725695	34945217	219522
chr2:34945217-35165311	chr2:34945217-35165311	2	34945217	35165311	220094
chr2:35165311-35382921	chr2:35165311-35382921	2	35165311	35382921	217610
chr2:35382921-35605787	chr2:35382921-35605787	2	35382921	35605787	222866
chr2:35605787-35825502	chr2:35605787-35825502	2	35605787	35825502	219715
chr2:35825502-36039259	chr2:35825502-36039259	2	35825502	36039259	213757
chr2:36039259-36272808	chr2:36039259-36272808	2	36039259	36272808	233549
chr2:36272808-36482099	chr2:36272808-36482099	2	36272808	36482099	209291
chr2:36482099-36696097	chr2:36482099-36696097	2	36482099	36696097	213998
chr2:36696097-36914396	chr2:36696097-36914396	2	36696097	36914396	218299
chr2:36914396-37147687	chr2:36914396-37147687	2	36914396	37147687	233291
chr2:37147687-37365783	chr2:37147687-37365783	2	37147687	37365783	218096
chr2:37365783-37584218	chr2:37365783-37584218	2	37365783	37584218	218435
chr2:37584218-37801811	chr2:37584218-37801811	2	37584218	37801811	217593
chr2:37801811-38027783	chr2:37801811-38027783	2	37801811	38027783	225972
chr2:38027783-38247287	chr2:38027783-38247287	2	38027783	38247287	219504
chr2:38247287-38477313	chr2:38247287-38477313	2	38247287	38477313	230026
chr2:38477313-38705230	chr2:38477313-38705230	2	38477313	38705230	227917
chr2:38705230-38941384	chr2:38705230-38941384	2	38705230	38941384	236154
chr2:38941384-39161370	chr2:38941384-39161370	2	38941384	39161370	219986
chr2:39161370-39383131	chr2:39161370-39383131	2	39161370	39383131	221761
chr2:39383131-39606930	chr2:39383131-39606930	2	39383131	39606930	223799
chr2:39606930-39822141	chr2:39606930-39822141	2	39606930	39822141	215211
chr2:39822141-40048996	chr2:39822141-40048996	2	39822141	40048996	226855
chr2:40048996-40266112	chr2:40048996-40266112	2	40048996	40266112	217116
chr2:40266112-40472213	chr2:40266112-40472213	2	40266112	40472213	206101
chr2:40472213-40683834	chr2:40472213-40683834	2	40472213	40683834	211621
chr2:40683834-40898674	chr2:40683834-40898674	2	40683834	40898674	214840
chr2:40898674-41112827	chr2:40898674-41112827	2	40898674	41112827	214153
chr2:41112827-41324959	chr2:41112827-41324959	2	41112827	41324959	212132
chr2:41324959-41544529	chr2:41324959-41544529	2	41324959	41544529	219570
chr2:41544529-41763860	chr2:41544529-41763860	2	41544529	41763860	219331
chr2:41763860-41972817	chr2:41763860-41972817	2	41763860	41972817	208957
chr2:41972817-42192988	chr2:41972817-42192988	2	41972817	42192988	220171
chr2:42192988-42410163	chr2:42192988-42410163	2	42192988	42410163	217175
chr2:42410163-42654634	chr2:42410163-42654634	2	42410163	42654634	244471
chr2:42654634-42876701	chr2:42654634-42876701	2	42654634	42876701	222067
chr2:42876701-43098570	chr2:42876701-43098570	2	42876701	43098570	221869
chr2:43098570-43322053	chr2:43098570-43322053	2	43098570	43322053	223483
chr2:43322053-43535315	chr2:43322053-43535315	2	43322053	43535315	213262
chr2:43535315-43765663	chr2:43535315-43765663	2	43535315	43765663	230348
chr2:43765663-43982461	chr2:43765663-43982461	2	43765663	43982461	216798
chr2:43982461-44214526	chr2:43982461-44214526	2	43982461	44214526	232065
chr2:44214526-44439986	chr2:44214526-44439986	2	44214526	44439986	225460
chr2:44439986-44661666	chr2:44439986-44661666	2	44439986	44661666	221680
chr2:44661666-44872496	chr2:44661666-44872496	2	44661666	44872496	210830
chr2:44872496-45098089	chr2:44872496-45098089	2	44872496	45098089	225593
chr2:45098089-45306770	chr2:45098089-45306770	2	45098089	45306770	208681
chr2:45306770-45518263	chr2:45306770-45518263	2	45306770	45518263	211493
chr2:45518263-45728509	chr2:45518263-45728509	2	45518263	45728509	210246
chr2:45728509-45938209	chr2:45728509-45938209	2	45728509	45938209	209700
chr2:45938209-46145463	chr2:45938209-46145463	2	45938209	46145463	207254
chr2:46145463-46358568	chr2:46145463-46358568	2	46145463	46358568	213105
chr2:46358568-46570869	chr2:46358568-46570869	2	46358568	46570869	212301
chr2:46570869-46787156	chr2:46570869-46787156	2	46570869	46787156	216287
chr2:46787156-47001097	chr2:46787156-47001097	2	46787156	47001097	213941
chr2:47001097-47221982	chr2:47001097-47221982	2	47001097	47221982	220885
chr2:47221982-47462773	chr2:47221982-47462773	2	47221982	47462773	240791
chr2:47462773-47681346	chr2:47462773-47681346	2	47462773	47681346	218573
chr2:47681346-47914804	chr2:47681346-47914804	2	47681346	47914804	233458
chr2:47914804-48142674	chr2:47914804-48142674	2	47914804	48142674	227870
chr2:48142674-48362722	chr2:48142674-48362722	2	48142674	48362722	220048
chr2:48362722-48590889	chr2:48362722-48590889	2	48362722	48590889	228167
chr2:48590889-48815992	chr2:48590889-48815992	2	48590889	48815992	225103
chr2:48815992-49030464	chr2:48815992-49030464	2	48815992	49030464	214472
chr2:49030464-49253543	chr2:49030464-49253543	2	49030464	49253543	223079
chr2:49253543-49474673	chr2:49253543-49474673	2	49253543	49474673	221130
chr2:49474673-49693275	chr2:49474673-49693275	2	49474673	49693275	218602
chr2:49693275-49909434	chr2:49693275-49909434	2	49693275	49909434	216159
chr2:49909434-50117042	chr2:49909434-50117042	2	49909434	50117042	207608
chr2:50117042-50324251	chr2:50117042-50324251	2	50117042	50324251	207209
chr2:50324251-50532598	chr2:50324251-50532598	2	50324251	50532598	208347
chr2:50532598-50738052	chr2:50532598-50738052	2	50532598	50738052	205454
chr2:50738052-50943970	chr2:50738052-50943970	2	50738052	50943970	205918
chr2:50943970-51149917	chr2:50943970-51149917	2	50943970	51149917	205947
chr2:51149917-51367415	chr2:51149917-51367415	2	51149917	51367415	217498
chr2:51367415-51588890	chr2:51367415-51588890	2	51367415	51588890	221475
chr2:51588890-51807031	chr2:51588890-51807031	2	51588890	51807031	218141
chr2:51807031-52028799	chr2:51807031-52028799	2	51807031	52028799	221768
chr2:52028799-52242286	chr2:52028799-52242286	2	52028799	52242286	213487
chr2:52242286-52457959	chr2:52242286-52457959	2	52242286	52457959	215673
chr2:52457959-52673142	chr2:52457959-52673142	2	52457959	52673142	215183
chr2:52673142-52884351	chr2:52673142-52884351	2	52673142	52884351	211209
chr2:52884351-53101631	chr2:52884351-53101631	2	52884351	53101631	217280
chr2:53101631-53318916	chr2:53101631-53318916	2	53101631	53318916	217285
chr2:53318916-53536545	chr2:53318916-53536545	2	53318916	53536545	217629
chr2:53536545-53758530	chr2:53536545-53758530	2	53536545	53758530	221985
chr2:53758530-53982006	chr2:53758530-53982006	2	53758530	53982006	223476
chr2:53982006-54210696	chr2:53982006-54210696	2	53982006	54210696	228690
chr2:54210696-54421259	chr2:54210696-54421259	2	54210696	54421259	210563
chr2:54421259-54634100	chr2:54421259-54634100	2	54421259	54634100	212841
chr2:54634100-54843250	chr2:54634100-54843250	2	54634100	54843250	209150
chr2:54843250-55051838	chr2:54843250-55051838	2	54843250	55051838	208588
chr2:55051838-55277484	chr2:55051838-55277484	2	55051838	55277484	225646
chr2:55277484-55511400	chr2:55277484-55511400	2	55277484	55511400	233916
chr2:55511400-55749748	chr2:55511400-55749748	2	55511400	55749748	238348
chr2:55749748-55975874	chr2:55749748-55975874	2	55749748	55975874	226126
chr2:55975874-56201240	chr2:55975874-56201240	2	55975874	56201240	225366
chr2:56201240-56411584	chr2:56201240-56411584	2	56201240	56411584	210344
chr2:56411584-56640091	chr2:56411584-56640091	2	56411584	56640091	228507
chr2:56640091-56863928	chr2:56640091-56863928	2	56640091	56863928	223837
chr2:56863928-57082882	chr2:56863928-57082882	2	56863928	57082882	218954
chr2:57082882-57312833	chr2:57082882-57312833	2	57082882	57312833	229951
chr2:57312833-57529420	chr2:57312833-57529420	2	57312833	57529420	216587
chr2:57529420-57752465	chr2:57529420-57752465	2	57529420	57752465	223045
chr2:57752465-57959967	chr2:57752465-57959967	2	57752465	57959967	207502
chr2:57959967-58180841	chr2:57959967-58180841	2	57959967	58180841	220874
chr2:58180841-58404653	chr2:58180841-58404653	2	58180841	58404653	223812
chr2:58404653-58615635	chr2:58404653-58615635	2	58404653	58615635	210982
chr2:58615635-58823056	chr2:58615635-58823056	2	58615635	58823056	207421
chr2:58823056-59028956	chr2:58823056-59028956	2	58823056	59028956	205900
chr2:59028956-59244651	chr2:59028956-59244651	2	59028956	59244651	215695
chr2:59244651-59463037	chr2:59244651-59463037	2	59244651	59463037	218386
chr2:59463037-59676152	chr2:59463037-59676152	2	59463037	59676152	213115
