gene	CHROM	gene_start	gene_end	gene_length	gene_ensembl
ENSG00000290012	4	182151153	182151689	536	ENSG00000290012
ENSG00000248816	4	182697901	182708042	10141	ENSG00000248816
ENSG00000248694	4	182772564	182773931	1367	ENSG00000248694
ENSG00000286119	4	182828099	182830597	2498	ENSG00000286119
ENSG00000272646	4	182881776	182882203	427	ENSG00000272646
DCTD	4	182890059	182917936	27877	ENSG00000129187
ENSG00000286821	4	183017425	183036100	18675	ENSG00000286821
ENSG00000273180	4	183075479	183076033	554	ENSG00000273180
ENSG00000272784	4	183094422	183095056	634	ENSG00000272784
WWC2-AS2	4	183097016	183099199	2183	ENSG00000251359
WWC2	4	183099256	183320777	221521	ENSG00000151718
WWC2-AS1	4	183233627	183240634	7007	ENSG00000251128
CLDN22	4	183318099	183320276	2177	ENSG00000177300
CLDN24	4	183321763	183322426	663	ENSG00000185758
CDKN2AIP	4	183444634	183449064	4430	ENSG00000168564
ING2-DT	4	183494883	183504494	9611	ENSG00000232648
ING2	4	183505057	183512429	7372	ENSG00000168556
ENSG00000272744	4	183516893	183517527	634	ENSG00000272744
RWDD4	4	183639634	183659203	19569	ENSG00000182552
TRAPPC11	4	183659266	183713594	54328	ENSG00000168538
ENSG00000287349	4	183725829	183732570	6741	ENSG00000287349
ENSG00000283383	4	183762114	183765721	3607	ENSG00000283383
STOX2	4	183797691	184023526	225835	ENSG00000173320
ENSG00000248206	4	183987668	183996680	9012	ENSG00000248206
ENPP6	4	184088705	184221230	132525	ENSG00000164303
ENSG00000287433	4	184100481	184106038	5557	ENSG00000287433
LINC02363	4	184334291	184353977	19686	ENSG00000180712
LINC02362	4	184365179	184382416	17237	ENSG00000249096
IRF2	4	184385701	184474558	88857	ENSG00000168310
ENSG00000270426	4	184471923	184472609	686	ENSG00000270426
IRF2-DT	4	184474801	184477304	2503	ENSG00000271646
ENSG00000286292	4	184475195	184502681	27486	ENSG00000286292
LINC02427	4	184503270	184537626	34356	ENSG00000271538
LINC02365	4	184584092	184625030	40938	ENSG00000254233
CASP3	4	184627695	184650062	22367	ENSG00000164305
PRIMPOL	4	184649666	184694963	45297	ENSG00000164306
CENPU	4	184694084	184734130	40046	ENSG00000151725
ACSL1	4	184755594	184826818	71224	ENSG00000151726
ENSG00000251139	4	184813618	184821300	7682	ENSG00000251139
ENSG00000286256	4	184826606	184850920	24314	ENSG00000286256
MIR3945HG	4	184843295	184855751	12456	ENSG00000251230
ENSG00000289139	4	184859718	184860183	465	ENSG00000289139
LINC01093	4	184892857	184899553	6696	ENSG00000249173
ENSG00000289197	4	184894399	184973585	79186	ENSG00000289197
LINC02437	4	184988996	185005186	16190	ENSG00000248517
HELT	4	185018489	185020953	2464	ENSG00000187821
LINC02436	4	185051080	185115500	64420	ENSG00000250754
ENSG00000287183	4	185118983	185127478	8495	ENSG00000287183
SLC25A4	4	185143265	185150382	7117	ENSG00000151729
CFAP97	4	185159664	185209504	49840	ENSG00000164323
SNX25	4	185204236	185370185	165949	ENSG00000109762
LRP2BP	4	185363871	185395924	32053	ENSG00000109771
LRP2BP-AS1	4	185370724	185390928	20204	ENSG00000250410
ANKRD37	4	185396020	185400628	4608	ENSG00000186352
UFSP2	4	185399536	185425979	26443	ENSG00000109775
C4orf47	4	185426248	185449826	23578	ENSG00000205129
CCDC110	4	185445181	185471752	26571	ENSG00000168491
ENSG00000249679	4	185471414	185507055	35641	ENSG00000249679
PDLIM3	4	185500659	185535507	34848	ENSG00000154553
SORBS2	4	185585443	185956652	371209	ENSG00000154556
SORBS2-AS1	4	185587908	185594003	6095	ENSG00000233110
ENSG00000235902	4	185665884	185675417	9533	ENSG00000235902
ENSG00000235149	4	185918139	185919460	1321	ENSG00000235149
TLR3	4	186068910	186088073	19163	ENSG00000164342
FAM149A	4	186104418	186175337	70919	ENSG00000109794
CYP4V2	4	186191566	186213463	21897	ENSG00000145476
KLKB1	4	186226437	186258471	32034	ENSG00000164344
F11	4	186266188	186289681	23493	ENSG00000088926
F11-AS1	4	186286093	186500997	214904	ENSG00000251165
ENSG00000287667	4	186326301	186336662	10361	ENSG00000287667
MTNR1A	4	186526791	186555567	28776	ENSG00000168412
FAT1	4	186587793	186726722	138929	ENSG00000083857
ENSG00000287169	4	186701578	186704086	2508	ENSG00000287169
ENSG00000250829	4	186890968	186892366	1398	ENSG00000250829
ENSG00000272218	4	186892551	186892983	432	ENSG00000272218
ENSG00000249742	4	186979489	187027451	47962	ENSG00000249742
ENSG00000250971	4	187005943	187060930	54987	ENSG00000250971
ENSG00000287571	4	187198217	187201894	3677	ENSG00000287571
LINC02374	4	187201985	187209346	7361	ENSG00000249747
ENSG00000250658	4	187304082	187309682	5600	ENSG00000250658
LINC02514	4	187370647	187371921	1274	ENSG00000250042
LINC02515	4	187408231	187415748	7517	ENSG00000250620
ENSG00000251490	4	187516152	187517208	1056	ENSG00000251490
LINC02492	4	187532872	187672755	139883	ENSG00000250590
ENSG00000249642	4	187613707	187712329	98622	ENSG00000249642
ENSG00000286641	4	187942163	187963345	21182	ENSG00000286641
ZFP42	4	187995770	188005046	9276	ENSG00000179059
TRIML2	4	188091271	188109603	18332	ENSG00000179046
TRIML1	4	188139440	188147743	8303	ENSG00000184108
ENSG00000247130	4	188140821	188143379	2558	ENSG00000247130
LINC02434	4	188159704	188161157	1453	ENSG00000248370
LINC01060	4	188400735	188681051	280316	ENSG00000249378
ENSG00000289879	4	188434551	188455537	20986	ENSG00000289879
ENSG00000249269	4	188757677	188779343	21666	ENSG00000249269
LINC02508	4	188776656	188785511	8855	ENSG00000251619
ENSG00000250626	4	188777671	188818522	40851	ENSG00000250626
ENSG00000250024	4	188990714	189002075	11361	ENSG00000250024
ENSG00000251310	4	189193099	189204877	11778	ENSG00000251310
ENSG00000249877	4	189288676	189291336	2660	ENSG00000249877
LINC01262	4	189659604	189661486	1882	ENSG00000250739
ENSG00000272566	4	189703880	189704490	610	ENSG00000272566
FRG1-DT	4	189764390	189940733	176343	ENSG00000245685
LINC01596	4	189881514	189884868	3354	ENSG00000250666
FRG1	4	189940869	189963202	22333	ENSG00000109536
FRG2	4	190024366	190027257	2891	ENSG00000205097
DBET	4	190064501	190067864	3363	ENSG00000281591
DUX4	4	190173773	190185942	12169	ENSG00000260596
PLEKHG4B	5	92167	189972	97805	ENSG00000153404
LRRC14B	5	191494	196334	4840	ENSG00000185028
ENSG00000261434	5	195777	196341	564	ENSG00000261434
CCDC127	5	196867	218153	21286	ENSG00000164366
SDHA	5	218302	257082	38780	ENSG00000073578
PDCD6-DT	5	269294	271516	2222	ENSG00000248925
PDCD6	5	271620	314974	43354	ENSG00000249915
AHRR	5	321713	438291	116578	ENSG00000063438
EXOC3-AS1	5	441497	443160	1663	ENSG00000221990
EXOC3	5	443174	471937	28763	ENSG00000180104
PP7080	5	466123	473098	6975	ENSG00000188242
SLC9A3	5	470455	524449	53994	ENSG00000066230
SLC9A3-AS1	5	473235	480884	7649	ENSG00000225138
ENSG00000250385	5	524108	527448	3340	ENSG00000250385
CEP72-DT	5	602619	612210	9591	ENSG00000249650
CEP72	5	612339	667168	54829	ENSG00000112877
TPPP	5	659861	693352	33491	ENSG00000171368
ENSG00000271781	5	675825	676616	791	ENSG00000271781
ENSG00000289088	5	693492	694831	1339	ENSG00000289088
ZDHHC11B	5	710354	784729	74375	ENSG00000206077
ENSG00000288930	5	784824	786286	1462	ENSG00000288930
ZDHHC11	5	795604	858973	63369	ENSG00000188818
BRD9	5	850290	892801	42511	ENSG00000028310
TRIP13	5	892883	919357	26474	ENSG00000071539
ENSG00000287600	5	904318	912587	8269	ENSG00000287600
ENSG00000248949	5	946314	956520	10206	ENSG00000248949
ENSG00000288763	5	962317	964131	1814	ENSG00000288763
ENSG00000250173	5	979364	981300	1936	ENSG00000250173
LINC02982	5	987179	997342	10163	ENSG00000215246
ENSG00000272347	5	1005038	1006623	1585	ENSG00000272347
NKD2	5	1008801	1038943	30142	ENSG00000145506
SLC12A7	5	1050383	1112063	61680	ENSG00000113504
TERLR1	5	1173140	1178605	5465	ENSG00000249201
SLC6A19	5	1201594	1225111	23517	ENSG00000174358
SLC6A18	5	1225380	1246189	20809	ENSG00000164363
ENSG00000287486	5	1252005	1255976	3971	ENSG00000287486
TERT	5	1253146	1295068	41922	ENSG00000164362
CLPTM1L	5	1317751	1345099	27348	ENSG00000049656
ENSG00000286388	5	1345196	1350786	5590	ENSG00000286388
LINC01511	5	1353895	1380107	26212	ENSG00000250584
SLC6A3	5	1392793	1445440	52647	ENSG00000142319
LPCAT1	5	1456479	1523962	67483	ENSG00000153395
ENSG00000251532	5	1544106	1551710	7604	ENSG00000251532
ENSG00000291055	5	1567494	1594651	27157	ENSG00000291055
LINC03067	5	1594625	1611467	16842	ENSG00000271119
ENSG00000291079	5	1598919	1634014	35095	ENSG00000291079
ENSG00000288549	5	1639626	1644700	5074	ENSG00000288549
ENSG00000260066	5	1725148	1728172	3024	ENSG00000260066
MRPL36	5	1798384	1801366	2982	ENSG00000171421
NDUFS6	5	1801406	1816048	14642	ENSG00000145494
ENSG00000249966	5	1850949	1851497	548	ENSG00000249966
LINC02116	5	1855969	1856568	599	ENSG00000250417
IRX4	5	1877412	1887236	9824	ENSG00000113430
IRX4-AS1	5	1883314	1884758	1444	ENSG00000249116
CTD-2194D22.4	5	1887331	1900493	13162	ENSG00000249326
ENSG00000288108	5	1931057	1933985	2928	ENSG00000288108
ENSG00000248994	5	1931063	2119926	188863	ENSG00000248994
ENSG00000248597	5	1963345	1967251	3906	ENSG00000248597
ENSG00000249731	5	1968093	1969013	920	ENSG00000249731
LSINCT5	5	2712590	2715237	2647	ENSG00000281560
ENSG00000259757	5	2736661	2737759	1098	ENSG00000259757
IRX2	5	2745844	2751677	5833	ENSG00000170561
IRX2-DT	5	2752130	2755397	3267	ENSG00000186493
ENSG00000289075	5	2756464	2758583	2119	ENSG00000289075
ENSG00000248137	5	2831020	2835139	4119	ENSG00000248137
ENSG00000248736	5	2921495	2967955	46460	ENSG00000248736
LINC01377	5	3177834	3181489	3655	ENSG00000249808
LINC01019	5	3357263	3536094	178831	ENSG00000248118
LINC02162	5	3452815	3461660	8845	ENSG00000249830
LINC01017	5	3496228	3504004	7776	ENSG00000250716
IRX1	5	3595831	3601403	5572	ENSG00000170549
ENSG00000259603	5	3596210	3600188	3978	ENSG00000259603
ENSG00000288978	5	3778375	3788078	9703	ENSG00000288978
ENSG00000248962	5	4012707	4013649	942	ENSG00000248962
ENSG00000249994	5	4033712	4041764	8052	ENSG00000249994
LINC02063	5	4135637	4147429	11792	ENSG00000250921
ENSG00000260763	5	4436849	4440259	3410	ENSG00000260763
ENSG00000248973	5	4451929	4866311	414382	ENSG00000248973
ENSG00000231291	5	4512261	4516776	4515	ENSG00000231291
ENSG00000251371	5	4640730	4648254	7524	ENSG00000251371
LINC02114	5	4773480	4774865	1385	ENSG00000249521
ENSG00000248311	5	4775475	4805769	30294	ENSG00000248311
ENSG00000249941	5	4866520	4874759	8239	ENSG00000249941
ENSG00000251506	5	4967763	4970425	2662	ENSG00000251506
ENSG00000250481	5	4974689	5034267	59578	ENSG00000250481
LINC01020	5	4987788	5070314	82526	ENSG00000215231
ENSG00000251426	5	5046795	5049497	2702	ENSG00000251426
LINC02121	5	5069191	5078311	9120	ENSG00000250529
ADAMTS16-DT	5	5132083	5140153	8070	ENSG00000250579
ADAMTS16	5	5140329	5320304	179975	ENSG00000145536
ENSG00000250866	5	5142137	5176214	34077	ENSG00000250866
ENSG00000286753	5	5390005	5422129	32124	ENSG00000286753
ICE1	5	5420663	5490220	69557	ENSG00000164151
ENSG00000286986	5	5688804	5694742	5938	ENSG00000286986
ENSG00000261037	5	6019028	6022283	3255	ENSG00000261037
ENSG00000259861	5	6030034	6030841	807	ENSG00000259861
LINC02145	5	6310440	6339884	29444	ENSG00000250490
MED10	5	6371873	6378571	6698	ENSG00000133398
ENSG00000287031	5	6378673	6411690	33017	ENSG00000287031
UBE2QL1	5	6448858	6496723	47865	ENSG00000215218
LINC01018	5	6582135	6600288	18153	ENSG00000250056
NSUN2	5	6599238	6633291	34053	ENSG00000037474
SRD5A1	5	6633426	6674386	40960	ENSG00000145545
LINC02102	5	6686324	6707711	21387	ENSG00000248677
TENT4A	5	6713431	6757044	43613	ENSG00000112941
LINC02236	5	6765890	6833120	67230	ENSG00000251365
ENSG00000272071	5	6779457	6779998	541	ENSG00000272071
LINC02196	5	6839459	7219291	379832	ENSG00000250974
ENSG00000250060	5	6868553	6888087	19534	ENSG00000250060
ENSG00000287790	5	7065090	7069351	4261	ENSG00000287790
ENSG00000286254	5	7226155	7229357	3202	ENSG00000286254
ENSG00000285689	5	7272791	7276923	4132	ENSG00000285689
ENSG00000290510	5	7289890	7326609	36719	ENSG00000290510
ENSG00000251678	5	7344578	7345921	1343	ENSG00000251678
LINC02123	5	7346985	7348671	1686	ENSG00000250668
ENSG00000249638	5	7362978	7364531	1553	ENSG00000249638
ENSG00000249865	5	7367928	7373074	5146	ENSG00000249865
LINC02142	5	7373114	7391907	18793	ENSG00000223597
ADCY2	5	7396137	7830081	433944	ENSG00000078295
ENSG00000250761	5	7707801	7749766	41965	ENSG00000250761
CFAP90	5	7830377	7851151	20774	ENSG00000215217
MTRR	5	7851185	7906025	54840	ENSG00000124275
FASTKD3	5	7859158	7869037	9879	ENSG00000124279
ENSG00000251168	5	7924291	7925398	1107	ENSG00000251168
ENSG00000287947	5	8012376	8014804	2428	ENSG00000287947
ENSG00000288002	5	8207018	8366437	159419	ENSG00000288002
LINC02226	5	8333480	8457558	124078	ENSG00000245729
ENSG00000249159	5	8387637	8457564	69927	ENSG00000249159
ENSG00000272049	5	8444948	8445535	587	ENSG00000272049
MIR4458HG	5	8450700	8486930	36230	ENSG00000247516
ENSG00000249782	5	8525143	8561682	36539	ENSG00000249782
ENSG00000260981	5	8785041	8785468	427	ENSG00000260981
LINC02199	5	8839698	8898052	58354	ENSG00000250198
ENSG00000250619	5	9001773	9045940	44167	ENSG00000250619
SEMA5A	5	9035032	9546075	511043	ENSG00000112902
ENSG00000248537	5	9363274	9422481	59207	ENSG00000248537
SEMA5A-AS1	5	9511332	9518086	6754	ENSG00000251370
ENSG00000250001	5	9519852	9523178	3326	ENSG00000250001
SNHG18	5	9546169	9550725	4556	ENSG00000250786
ENSG00000248525	5	9621376	9658458	37082	ENSG00000248525
TAS2R1	5	9627346	9712378	85032	ENSG00000169777
LINC02112	5	9641304	9903852	262548	ENSG00000249781
ENSG00000286556	5	9789294	9812664	23370	ENSG00000286556
LINC02221	5	9854370	9899970	45600	ENSG00000250814
ENSG00000249807	5	10137137	10138365	1228	ENSG00000249807
ENSG00000260515	5	10195120	10197628	2508	ENSG00000260515
ENSG00000271998	5	10195186	10197622	2436	ENSG00000271998
ENSG00000272417	5	10203599	10204040	441	ENSG00000272417
ATPSCKMT	5	10225506	10249897	24391	ENSG00000150756
ENSG00000248968	5	10248324	10249915	1591	ENSG00000248968
CCT5	5	10249928	10266389	16461	ENSG00000150753
ENSG00000271980	5	10264596	10267146	2550	ENSG00000271980
ENSG00000271715	5	10269488	10269918	430	ENSG00000271715
CMBL	5	10275874	10307902	32028	ENSG00000164237
MARCHF6-DT	5	10323546	10354062	30516	ENSG00000259802
MARCHF6	5	10353694	10440388	86694	ENSG00000145495
ROPN1L-AS1	5	10440982	10441826	844	ENSG00000250600
ROPN1L	5	10441523	10472029	30506	ENSG00000145491
LINC01513	5	10479370	10482309	2939	ENSG00000246016
ENSG00000249166	5	10493290	10494094	804	ENSG00000249166
LINC02212	5	10493290	10502728	9438	ENSG00000249396
LINC02213	5	10504995	10522084	17089	ENSG00000249160
ANKRD33B	5	10564069	10657816	93747	ENSG00000164236
ANKRD33B-AS1	5	10627259	10628225	966	ENSG00000250106
DAP	5	10679229	10761234	82005	ENSG00000112977
DAP-DT	5	10761064	10770294	9230	ENSG00000272324
ENSG00000250576	5	10775057	10777062	2005	ENSG00000250576
CTNND2	5	10971835	11904446	932611	ENSG00000169862
ENSG00000248783	5	12553889	12574637	20748	ENSG00000248783
LINC01194	5	12574829	12804363	229534	ENSG00000248131
ENSG00000288967	5	12624974	12626275	1301	ENSG00000288967
LINC02220	5	12914067	13032886	118819	ENSG00000248457
ENSG00000248145	5	13143999	13190677	46678	ENSG00000248145
DNAH5	5	13690327	14011818	321491	ENSG00000039139
ENSG00000251423	5	13860302	13901036	40734	ENSG00000251423
TRIO	5	14143341	14532128	388787	ENSG00000038382
ENSG00000287581	5	14356885	14359285	2400	ENSG00000287581
OTULINL	5	14581791	14616180	34389	ENSG00000145569
OTULIN-DT	5	14661807	14664604	2797	ENSG00000261360
OTULIN	5	14664663	14699850	35187	ENSG00000154124
ANKH	5	14704799	14871778	166979	ENSG00000154122
ENSG00000286970	5	14728586	14734258	5672	ENSG00000286970
ANKH-DT	5	14872331	14872713	382	ENSG00000272057
ENSG00000286441	5	14970908	14992961	22053	ENSG00000286441
LINC02149	5	15112119	15266541	154422	ENSG00000249332
ENSG00000286377	5	15425757	15496353	70596	ENSG00000286377
FBXL7	5	15500179	15939795	439616	ENSG00000183580
CTD-2350J17.1	5	15602188	15619109	16921	ENSG00000250250
MARCHF11	5	16067138	16180762	113624	ENSG00000183654
MARCHF11-AS1	5	16129113	16141737	12624	ENSG00000250981
MARCHF11-DT	5	16180237	16185585	5348	ENSG00000250448
LINC02150	5	16373360	16440081	66721	ENSG00000248150
ENSG00000249737	5	16428535	16432436	3901	ENSG00000249737
ZNF622	5	16451518	16465800	14282	ENSG00000173545
ENSG00000289112	5	16465864	16466445	581	ENSG00000289112
RETREG1	5	16473037	16617101	144064	ENSG00000154153
RETREG1-AS1	5	16615925	16681905	65980	ENSG00000246214
ENSG00000250415	5	16617224	16621276	4052	ENSG00000250415
MYO10	5	16661906	16936288	274382	ENSG00000145555
BASP1	5	17065597	17276843	211246	ENSG00000176788
BASP1-AS1	5	17089295	17217047	127752	ENSG00000215196
ENSG00000271892	5	17107359	17107789	430	ENSG00000271892
ENSG00000248223	5	17353909	17354899	990	ENSG00000248223
ENSG00000249199	5	17367587	17375653	8066	ENSG00000249199
LINC02111	5	17378905	17387310	8405	ENSG00000250822
LINC02217	5	17403888	17443619	39731	ENSG00000248455
LINC02218	5	17444009	17487371	43362	ENSG00000249662
H3Y2	5	17490966	17492076	1110	ENSG00000268799
TAF11L2	5	17498230	17498827	597	ENSG00000284373
TAF11L3	5	17518366	17518963	597	ENSG00000284439
TAF11L4	5	17521800	17522397	597	ENSG00000284283
TAF11L5	5	17525234	17525831	597	ENSG00000284234
TAF11L6	5	17528668	17529265	597	ENSG00000284042
TAF11L7	5	17585161	17585758	597	ENSG00000284465
TAF11L8	5	17590363	17590960	597	ENSG00000283967
TAF11L9	5	17593797	17594394	597	ENSG00000283988
TAF11L10	5	17597231	17597828	597	ENSG00000284356
TAF11L11	5	17604176	17605910	1734	ENSG00000283740
TAF11L12	5	17610495	17611583	1088	ENSG00000249156
TAF11L13	5	17632087	17632684	597	ENSG00000283776
TAF11L14	5	17634459	17635053	594	ENSG00000250782
H3Y1	5	17654867	17655849	982	ENSG00000269466
LINC02223	5	17684583	17955857	271274	ENSG00000249937
LINC02100	5	18704432	18746173	41741	ENSG00000248693
ENSG00000249174	5	18965860	19142346	176486	ENSG00000249174
ENSG00000251487	5	19035196	19038799	3603	ENSG00000251487
CDH18	5	19471295	20575873	1104578	ENSG00000145526
CDH18-AS1	5	20305564	20347972	42408	ENSG00000249854
LINC02146	5	20606709	20616441	9732	ENSG00000249490
LINC02241	5	20611805	20937800	325995	ENSG00000251629
ENSG00000286751	5	20967210	21032845	65635	ENSG00000286751
ENSG00000249359	5	21323872	21341375	17503	ENSG00000249359
GUSBP1	5	21341832	21589372	247540	ENSG00000291102
ENSG00000272130	5	21569754	21570045	291	ENSG00000272130
ENSG00000253766	5	21616261	21779522	163261	ENSG00000253766
CDH12	5	21750672	22853344	1102672	ENSG00000154162
ENSG00000253104	5	22139246	22141468	2222	ENSG00000253104
ENSG00000290530	5	22142351	22152356	10005	ENSG00000290530
ENSG00000287471	5	22212475	22213761	1286	ENSG00000287471
ENSG00000286961	5	22754226	22766824	12598	ENSG00000286961
ENSG00000249404	5	23013047	23014527	1480	ENSG00000249404
PRDM9	5	23443585	23528093	84508	ENSG00000164256
LINC02899	5	23951347	24178263	226916	ENSG00000248874
ENSG00000286134	5	24135159	24271863	136704	ENSG00000286134
ENSG00000250694	5	24352308	24353443	1135	ENSG00000250694
ENSG00000287199	5	24478515	24480057	1542	ENSG00000287199
CDH10	5	24487099	24644978	157879	ENSG00000040731
ENSG00000251294	5	24554017	24613222	59205	ENSG00000251294
ENSG00000286454	5	24729378	24738195	8817	ENSG00000286454
ENSG00000286238	5	24772143	24850971	78828	ENSG00000286238
LINC02239	5	24835279	24840583	5304	ENSG00000248908
ENSG00000250524	5	24881942	24885461	3519	ENSG00000250524
LINC02228	5	25087449	25190956	103507	ENSG00000251273
